Cluster,Start,End,Peak,Tvalue_full,Tvalue,ES_full,ES,ES_metric,df_used,Channel,Polarity,NumElectrodes
1,1,31,8.5,9.23212247327357,9.232,1.43147395718776,1.431,g,39,PO4,Positive,64
2,17.5,40,26.5,-5.22370514294192,-5.224,-0.80995436247692,-0.81,g,39,AF7,Negative,29
