Cluster,Start,End,Peak,Tvalue_full,Tvalue,ES_full,ES,ES_metric,df_used,Channel,Polarity,NumElectrodes
1,5,23,12,-5.51799982087501,-5.518,-0.855585815961179,-0.856,g,39,FPz,Negative,52
