Cluster,Start,End,Peak,Tvalue_full,Tvalue,ES_full,ES,ES_metric,df_used,Channel,Polarity,NumElectrodes
1,3,3,3,4.20300910146828,4.203,0.651691752139595,0.652,g,39,Fp1,Positive,3
2,7,9,7,-4.35724022017935,-4.357,-0.675605844534054,-0.676,g,39,AF3,Negative,9
3,11,19,13,-5.36993726289865,-5.37,-0.832628181203696,-0.833,g,39,AF3,Negative,31
4,21,21,21,-3.55733900304954,-3.557,-0.551578269731084,-0.552,g,39,AF4,Negative,2
