Cluster,Start,End,Peak,Tvalue_full,Tvalue,ES_full,ES,ES_metric,df_used,Channel,Polarity,NumElectrodes
1,1,6,1,-12.5642423640769,-12.564,-1.9481311895545,-1.948,g,39,FC4,Negative,64
2,11,50,31,-10.4575930437884,-10.458,-1.62148759837054,-1.621,g,39,C6,Negative,64
