Cluster,Start,End,Peak,Tvalue_full,Tvalue,ES_full,ES,ES_metric,df_used,Channel,Polarity,NumElectrodes
1,1,3,1,-6.38818737958219,-6.388,-1.01006111197112,-1.01,cohen-d,39,FCz,Negative,6
2,1,30,21,12.8417638849464,12.842,2.03046115252616,2.03,cohen-d,39,Fp1,Positive,63
